n_neurons,n_cores,conn_prob,firing_rate,T_overhead,T_overhead_sem,overhead_pct,overhead_pct_sem,T_static,T_static_sem,T_stdp,T_stdp_sem,n_spikes_static,n_spikes_stdp,n_connections,spike_divergence,spike_divergence_sem
50,4,0.05,10.0,-0.005603872996289283,0.00929018824720055,-1.8203493922309295,0.05494643939165984,0.3078460113320034,0.009236397169332122,0.3022421383357141,0.0009982810219456221,34631.666666666664,34566.333333333336,123.66666666666667,-0.18864931790166514,0.009742018882398784
50,4,0.05,20.0,0.003666896339079073,0.0019952094054881114,1.2098841796464164,0.007871942345835466,0.3030782946637676,0.00030977006846392703,0.3067451910028467,0.0019710157473830786,35569.0,35511.0,115.66666666666667,-0.16301863691806856,0.05488225580579258
50,4,0.05,40.0,0.008991940335060178,0.007685918161192726,2.97527624496902,0.07348697172970256,0.3022220323327929,0.0004571507010076383,0.31121397266785306,0.007672310683042,37424.0,37357.0,122.33333333333333,-0.17902267617868547,0.031181815678408484
50,4,0.1,10.0,0.005637705005938187,0.0014741212675051653,1.8630270680928362,0.009004821579135921,0.3026099353301106,0.0011149918854683424,0.3082476403360488,0.0009642751716448921,34727.666666666664,34632.0,246.33333333333334,-0.2754511645500323,0.043716592919761724
50,4,0.1,20.0,0.003250319331224716,0.0026544659243066568,1.0745116656110665,0.009384639126476446,0.3024926983343903,0.001976562499806729,0.305743017665615,0.0017718323926554026,35674.333333333336,35547.0,254.66666666666666,-0.35692235374801795,0.018871737136787414
50,4,0.1,40.0,-0.003831422004926366,0.008997327876860335,-1.2284895881832492,0.03544330251153643,0.3118807063389492,0.00896609738724729,0.30804928433402284,0.0007490037156953388,37529.333333333336,37375.666666666664,242.0,-0.40936589801291223,0.08603252437186543
50,4,0.2,10.0,0.003304226658656262,0.0008382481824385945,1.079684548609595,0.002933402562762353,0.3060363013355527,0.0004125639358674873,0.30934052799420897,0.0007296924106657099,34925.666666666664,34723.333333333336,490.6666666666667,-0.579281327623654,0.05442936960207858
50,4,0.2,20.0,0.0128403939985825,0.004822253469782829,4.233624492757116,0.06466426081819995,0.30329553366270073,0.0008450412910270689,0.31613592766128323,0.004747634541884183,35861.666666666664,35621.333333333336,507.0,-0.6701636954591453,0.036265156229483106
50,4,0.2,40.0,0.006968502338471183,0.0007855084924165086,2.2808067462442114,0.005756551462531244,0.3055279606633121,0.00033066876608640655,0.3124964630017833,0.0007125179006827474,37713.333333333336,37439.333333333336,489.6666666666667,-0.7265291090153024,0.027877783166022383
50,8,0.05,10.0,-0.008834160995320417,0.0023658616871699914,-2.120742616166385,0.012050110666114984,0.41655979032899876,0.002341968590245071,0.40772562933367834,0.00033538730614671814,34609.0,34576.666666666664,126.33333333333333,-0.09342430617245175,0.01389027790600755
